player_name,sofascore_player_id,current_team,current_team_id,nation,group,position,
Zaid Ismail,1843356,Al Talaba,47485,Iraq,I,CM,
Ahmed Qasem,1101887,Nashville SC,337612,Iraq,I,W,
Aymen Hussein,812999,Al Karma SC,505704,Iraq,I,ST,
Mohanad Ali,951859,Dibba Al-Fujairah,81309,Iraq,I,ST,
Ali Al-Hamadi,1010010,Luton Town,72,Iraq,I,ST,
Ali Yousif,834492,Al Talaba,47485,Iraq,I,ST,
Alexander Schlager,282073,Red Bull Salzburg,2046,Austria,J,GK,
David Affengruber,988672,Elche,2846,Austria,J,CB,
Kevin Danso,794953,Tottenham Hotspur,33,Austria,J,CB,
Xaver Schlager,791079,RB Leipzig,36360,Austria,J,"DM, CM",
Stefan Posch,355486,1. FSV Mainz 05,2556,Austria,J,"CB, FB",
Nicolas Seiwald,976575,RB Leipzig,36360,Austria,J,"DM, CM",
Marko Arnautović,21927,FK Crvena zvezda,5149,Austria,J,ST,
David Alaba,66492,Real Madrid,2829,Austria,J,CB,
Marcel Sabitzer,133908,Borussia Dortmund,2673,Austria,J,"DM, CM",
Florian Grillitsch,186719,Sporting Braga,2999,Austria,J,"CB, DM, CM",
Michael Gregoritsch,111483,FC Augsburg,2600,Austria,J,ST,
Florian Wiegele,869476,FC Viktoria Plzeň,4502,Austria,J,GK,
Patrick Pentz,788319,Brøndby IF,1281,Austria,J,GK,
Philipp Lienhart,576266,SC Freiburg,2538,Austria,J,CB,
Phillipp Mwene,138126,1. FSV Mainz 05,2556,Austria,J,WM,
Carney Chukwuemeka,994556,Borussia Dortmund,2673,Austria,J,CM,
Romano Schmid,830127,SV Werder Bremen,2534,Austria,J,"CM, AM, W",
Konrad Laimer,355492,FC Bayern München,2672,Austria,J,FB,
Patrick Wimmer,987504,VfL Wolfsburg,2524,Austria,J,W,
Alexander Prass,978062,TSG Hoffenheim,2569,Austria,J,"CM, WM",
Marco Friedl,825771,SV Werder Bremen,2534,Austria,J,CB,
Paul Wanner,1146018,PSV Eindhoven,2952,Austria,J,"CM, AM",
Michael Svoboda,888340,Venezia,2688,Austria,J,CB,
Alessandro Schöpf,147776,Wolfsberger AC,2076,Austria,J,"DM, CM",
Saša Kalajdžić,870038,LASK,2058,Austria,J,ST,
Juan Musso,263651,Atlético Madrid,2836,Argentina,J,GK,
Marcos Senesi,830659,Bournemouth,60,Argentina,J,CB,
Nicolás Tagliafico,158243,Olympique Lyonnais,1649,Argentina,J,FB,
Gonzalo Montiel,822933,River Plate,3211,Argentina,J,FB,
Leandro Paredes,255389,Boca Juniors,3202,Argentina,J,"CM, DM",
Lisandro Martínez,859999,Manchester United,35,Argentina,J,"CB, FB",
Rodrigo De Paul,249399,Inter Miami CF,337602,Argentina,J,CM,
Valentín Barco,1127057,RC Strasbourg,1659,Argentina,J,"FB, DM, CM",
Julián Alvarez,944656,Atlético Madrid,2836,Argentina,J,ST,
Lionel Messi,12994,Inter Miami CF,337602,Argentina,J,"AM, W, ST",
Giovani Lo Celso,798835,Real Betis,2816,Argentina,J,"CM, AM",
Gerónimo Rulli,128383,Olympique de Marseille,1641,Argentina,J,GK,
Cristian Romero,829932,Tottenham Hotspur,33,Argentina,J,CB,
Exequiel Palacios,822600,Bayer 04 Leverkusen,2681,Argentina,J,"DM, CM",
Nicolás González,901325,Atlético Madrid,2836,Argentina,J,W,
Thiago Almada,944660,Atlético Madrid,2836,Argentina,J,"AM, W",
Giuliano Simeone,1099352,Atlético Madrid,2836,Argentina,J,WM,
Nico Paz,1171451,Como,2704,Argentina,J,AM,
Nicolás Otamendi,74915,Benfica,3006,Argentina,J,CB,
Alexis Mac Allister,895324,Liverpool FC,44,Argentina,J,"DM, CM",
José Manuel López,1094179,Palmeiras,1963,Argentina,J,ST,
Lautaro Martínez,823984,Inter,2697,Argentina,J,ST,
Emiliano Martínez,158263,Aston Villa,40,Argentina,J,GK,
Enzo Fernández,974505,Chelsea,38,Argentina,J,"DM, CM, AM",
Facundo Medina,860307,Olympique de Marseille,1641,Argentina,J,"CB, FB",
Nahuel Molina,831799,Atlético Madrid,2836,Argentina,J,"FB, WM",
Yazeed Abu Laila,828294,Al-Hussein Irbid,117204,Jordan,J,GK,
Abdallah Al-Fakhouri,974747,Al-Wehdat,40650,Jordan,J,GK,
Noureddin Bani Ateyah,828259,Al Faisaly SC,47482,Jordan,J,GK,
Saad Al Rousan,920476,Al-Hussein Irbid,117204,Jordan,J,CB,
Ehsan Haddad,812997,Al-Hussein Irbid,117204,Jordan,J,"FB, WM",
Yazan Al-Arab,888906,FC Seoul,7646,Jordan,J,CB,
Abdallah Nasib,1114497,Al-Zawraa,35888,Jordan,J,"CB, FB",
Husam Ali Mohammad Abudahab,1122369,Al Faisaly SC,47482,Jordan,J,CB,
Saleem Obaid,980664,Al-Hussein Irbid,117204,Jordan,J,CB,
Mo Abualani,1158813,Selangor FC,3323,Jordan,J,"CB, FB",
Anas Badawi,2239188,Al Faisaly SC,47482,Jordan,J,CB,
Rajaei Ayed,786030,Al-Hussein Irbid,117204,Jordan,J,"DM, CM",
Noor Al-Deen Rawabdeh,927845,Selangor FC,3323,Jordan,J,"DM, CM",
Ibrahim Sadeh,997817,Al Karma SC,505704,Jordan,J,CM,
Mohammed Ali Hasheesh,1139989,Al Karma SC,505704,Jordan,J,FB,
Nizar Mahmoud Al-Rashdan,1014324,Qatar SC,25914,Jordan,J,"DM, CM",
Mohannad Abu Taha,1114775,Al-Quwa Al-Jawiya,213877,Jordan,J,WM,
Amer Jamous,1019495,Al-Zawraa,35888,Jordan,J,CM,
Mohammed Al Daoud,786034,Al-Wehdat,40650,Jordan,J,CM,
Mousa Tamari,876600,Stade Rennais,1658,Jordan,J,W,
Mahmoud Al-Mardi,812557,Al-Hussein Irbid,117204,Jordan,J,"WM, W",
Ali Olwan,980728,Al-Sailiya,44439,Jordan,J,"W, ST",
Mohammad Abu Zrayq,986341,Raja Club Athletic,41757,Jordan,J,"W, ST",
Mohammad Taha,2048339,Al-Hussein Irbid,117204,Jordan,J,FB,
Odeh Fahoury,1937497,Pyramids FC,175002,Jordan,J,W,
Ali Al Azaizah,1457997,Al-Shabab,34313,Jordan,J,W,
Luca Zidane,802133,Granada,33779,Algeria,J,GK,
Oussama Benbot,1007589,USM Alger,42206,Algeria,J,GK,
Melvin Mastil,1118193,Stade Nyonnais,2490,Algeria,J,GK,
Aïssa Mandi,122810,Lille,1643,Algeria,J,"CB, FB",
Ramy Bensebaini,577726,Borussia Dortmund,2673,Algeria,J,"FB, CB",
Mohamed Tougai,1018018,Espérance Tunis,59628,Algeria,J,CB,
Rayan Aït-Nouri,931278,Manchester City,17,Algeria,J,"FB, WM",
Jaouen Hadjam,1049534,BSC Young Boys,2445,Algeria,J,FB,
Rafik Belghali,1103488,Hellas Verona,2701,Algeria,J,"FB, WM",
Zineddine Belaid,1018822,JS Kabylie,42202,Algeria,J,CB,
Achref Abada,1503088,USM Alger,42206,Algeria,J,CB,
Samir Sophian Chergui,981168,Paris FC,6070,Algeria,J,"CB, FB",
Nabil Bentaleb,368120,Lille,1643,Algeria,J,"DM, CM",
Ramiz Zerrouki,989882,FC Twente,2955,Algeria,J,"DM, CM",
Hicham Boudaoui,985923,Nice,1661,Algeria,J,"DM, CM",
Farés Chaïbi,1192318,Eintracht Frankfurt,2674,Algeria,J,"CM, AM",
Houssem Aouar,846081,Al-Ittihad,34315,Algeria,J,"CM, AM",
Ibrahim Maza,1407524,Bayer 04 Leverkusen,2681,Algeria,J,"CM, AM",
Yassine Titraoui,1094538,RC Sporting Charleroi,2898,Algeria,J,"DM, CM",
Riyad Mahrez,158213,Al-Ahli,34469,Algeria,J,W,
Mohamed Amoura,1107591,VfL Wolfsburg,2524,Algeria,J,"W, ST",
Amine Gouiri,859026,Olympique de Marseille,1641,Algeria,J,ST,
Anis Hadj Moussa,1218066,Feyenoord,2959,Algeria,J,W,
Adil Boulbina,1094482,Al Duhail,44441,Algeria,J,W,
Ahmed Nadhir,1177807,ETO FC Győr,1923,Algeria,J,ST,
Farés Ghedjemis,1445228,Frosinone,2801,Algeria,J,W,
Timothy Fayulu,927616,FC Noah,262228,DR Congo,K,GK,
Matthieu Epolo,1121943,Standard Liège,2901,DR Congo,K,GK,
Chancel Mbemba,238612,Lille,1643,DR Congo,K,CB,
Arthur Masuaku,174975,RC Lens,1648,DR Congo,K,FB,
Gedeon Kalulu,991200,Aris Limassol,3397,DR Congo,K,FB,
Joris Kayembe,354046,KRC Genk,2890,DR Congo,K,FB,
Dylan Batubinsika,352912,AEL Novibet,3265,DR Congo,K,CB,
Axel Tuanzebe,817979,Burnley,6,DR Congo,K,"CB, FB",
Aaron Wan-Bissaka,863653,West Ham United,37,DR Congo,K,"FB, WM",
Steve Kapuadi,1019957,Widzew Łódź,3115,DR Congo,K,CB,
Meschak Elia,862078,Alanyaspor,6362,DR Congo,K,ST,
Samuel Moutoussamy,892624,APS Atromitos Athinon,5062,DR Congo,K,"DM, CM",
Edo Kayembe,917305,Watford,24,DR Congo,K,"DM, CM, AM",
Charles Pickel,758664,Espanyol,2814,DR Congo,K,"DM, CM",
Gaël Kakuta,46387,AEL Novibet,3265,DR Congo,K,"AM, ST",
Noah Sadiki,1171539,Sunderland,41,DR Congo,K,"DM, CM",
Nathanaël Mbuku,963399,Montpellier,1642,DR Congo,K,W,
Aaron Tshibola,353602,Kilmarnock,2347,DR Congo,K,"DM, CM",
Ngal'ayel Mukau,1391541,Lille,1643,DR Congo,K,"DM, CM",
Brian Cipenga,1160969,CD Castellón,5067,DR Congo,K,W,
Cédric Bakambu,115665,Real Betis,2816,DR Congo,K,ST,
Théo Bongonda,344953,FC Spartak Moscow,2323,DR Congo,K,"WM, W",
Fiston Mayele,1007556,Pyramids FC,175002,DR Congo,K,ST,
Yoane Wissa,805123,Newcastle United,39,DR Congo,K,ST,
Simon Banza,825945,Al-Jazira,8090,DR Congo,K,ST,
Lionel Mpasi Nzau,599192,Le Havre,1662,DR Congo,K,GK,
Diogo Costa,843115,FC Porto,3002,Portugal,K,GK,
José Sá,252669,Wolverhampton,3,Portugal,K,GK,
Rui Silva,253809,Sporting CP,3001,Portugal,K,GK,
Rúben Dias,318941,Manchester City,17,Portugal,K,CB,
João Cancelo,138892,FC Barcelona,2817,Portugal,K,FB,
Nélson Semedo,252821,Fenerbahçe,3052,Portugal,K,"FB, WM",
Nuno Mendes,989768,Paris Saint-Germain,1644,Portugal,K,FB,
Diogo Dalot,843200,Manchester United,35,Portugal,K,"FB, WM",
Gonçalo Inácio,1001196,Sporting CP,3001,Portugal,K,"CB, FB",
Matheus Nunes,945122,Manchester City,17,Portugal,K,FB,
Renato Veiga,1087359,Villarreal,2819,Portugal,K,"CB, CM",
Tomás Araújo,983542,Benfica,3006,Portugal,K,"CB, FB",
Bernardo Silva,331209,Manchester City,17,Portugal,K,"DM, CM, AM, W",
Bruno Fernandes,288205,Manchester United,35,Portugal,K,"DM, CM, AM",
Rúben Neves,280955,Al-Hilal,21895,Portugal,K,"DM, CM",
Vitinha,902029,Paris Saint-Germain,1644,Portugal,K,CM,
João Neves,1190933,Paris Saint-Germain,1644,Portugal,K,CM,
Samú Costa,988351,Mallorca,2826,Portugal,K,"DM, CM",
Cristiano Ronaldo,750,Al-Nassr,23400,Portugal,K,ST,
João Félix,851671,Al-Nassr,23400,Portugal,K,"AM, W, ST",
Rafael Leão,851284,AC Milan,2692,Portugal,K,"W, ST",
Gonçalo Guedes,280979,Real Sociedad,2824,Portugal,K,"W, ST",
Gonçalo Ramos,934510,Paris Saint-Germain,1644,Portugal,K,ST,
Pedro Neto,879349,Chelsea,38,Portugal,K,W,
Francisco Trincão,830431,Sporting CP,3001,Portugal,K,AM,
Francisco Conceição,979222,Juventus,2687,Portugal,K,"AM, W",
David Ospina,33596,Atlético Nacional,6106,Colombia,K,GK,
Camilo Vargas,125787,Atlas FC,1949,Colombia,K,GK,
Álvaro Montero,926238,Vélez Sarsfield,3208,Colombia,K,GK,
Davinson Sánchez,566102,Galatasaray,3061,Colombia,K,CB,
Santiago Arias,158583,CA Independiente,3209,Colombia,K,"FB, WM",
Yerry Mina,360396,Cagliari,2719,Colombia,K,CB,
Daniel Muñoz,870360,Crystal Palace,7,Colombia,K,WM,
Johan Mojica,344847,Mallorca,2826,Colombia,K,FB,
Jhon Lucumí,818481,Bologna,2685,Colombia,K,CB,
Deiver Machado,822110,Nantes,1647,Colombia,K,"FB, WM",
Willer Ditta,931705,Cruz Azul,1947,Colombia,K,"CB, FB",
James Rodríguez,107414,Minnesota United,41618,Colombia,K,AM,
Jefferson Lerma,355796,Crystal Palace,7,Colombia,K,"DM, CM",
Juan Fernando Quintero,221162,River Plate,3211,Colombia,K,AM,
Jhon Arias,844096,Palmeiras,1963,Colombia,K,W,
Richard Ríos,1015292,Benfica,3006,Colombia,K,"DM, CM",
Kevin Castaño,1066915,River Plate,3211,Colombia,K,"DM, CM",
Jorge Carrascal,590392,Flamengo,5981,Colombia,K,"AM, W",
Jaminton Campaz,877299,Rosario Central,3217,Colombia,K,W,
Juan Portilla,980580,Athletico,1967,Colombia,K,"DM, CM",
Gustavo Puerta,1174889,Real Racing Club,2835,Colombia,K,"DM, CM",
Luis Díaz,883537,FC Bayern München,2672,Colombia,K,W,
Jhon Córdoba,281253,FC Krasnodar,34425,Colombia,K,ST,
Luis Javier Suárez,914213,Sporting CP,3001,Colombia,K,ST,
Cucho Hernández,887055,Real Betis,2816,Colombia,K,ST,
Andrés Gómez,1160386,Vasco da Gama,1974,Colombia,K,W,
Utkir Yusupov,791592,Navbahor Namangan,40263,Uzbekistan,K,GK,
Abduvokhid Nematov,1000465,Nasaf Qarshi,34017,Uzbekistan,K,GK,
Botirali Ergashev,796361,Neftchi Fergana,36256,Uzbekistan,K,GK,
Rustam Ashurmatov,358822,Esteghlal FC,34316,Uzbekistan,K,CB,
Farrukh Sayfiev,792386,Neftchi Fergana,36256,Uzbekistan,K,FB,
Khozhiakbar Alizhonov,888187,Pakhtakor Tashkent,34310,Uzbekistan,K,"FB, WM",
Sherzod Nasrullaev,1014276,Pakhtakor Tashkent,34310,Uzbekistan,K,FB,
Umarbek Eshmuradov,893000,Nasaf Qarshi,34017,Uzbekistan,K,CB,
Abdukodir Khusanov,1194333,Manchester City,17,Uzbekistan,K,"CB, FB",
Bekhruz Karimov,1597255,Surkhon Termez,287019,Uzbekistan,K,FB,
Abdulla Abdullaev,954524,Dibba Al-Fujairah,81309,Uzbekistan,K,"CB, CM",
Jakhongir Urozov,1403414,Dinamo Samarqand,40259,Uzbekistan,K,CB,
Avazbek Ulmasaliyev,978392,FC OKMK,40268,Uzbekistan,K,CB,
Otabek Shukurov,358890,Baniyas,58689,Uzbekistan,K,"DM, CM",
Odiljon Khamrobekov,58689,Tractor FC,53715,Uzbekistan,K,"DM, CM",
Jamshid Iskandarov,785512,Neftchi Fergana,36256,Uzbekistan,K,"AM, ST",
Akmal Mozgovoy,926479,Pakhtakor Tashkent,34310,Uzbekistan,K,"DM, CM",
Azizjon Ganiev,793857,Al Bataeh,331952,Uzbekistan,K,CM,
Sharzod Esanov,1403410,FC Buxoro,48613,Uzbekistan,K,CM,
Eldor Shomurodov,791355,Başakşehir FK,3086,Uzbekistan,K,"AM, ST",
Igor Sergeev,333625,Persepolis FC,34314,Uzbekistan,K,ST,
Jaloliddin Masharipov,333611,Esteghlal FC,34316,Uzbekistan,K,W,
Oston Urunov,985882,Persepolis FC,34314,Uzbekistan,K,"CM, W",
Dostonbek Khamdamov,358880,Pakhtakor Tashkent,34310,Uzbekistan,K,W,
Abbosek Fayzullaev,1118429,Başakşehir FK,3086,Uzbekistan,K,"AM, W",
Azizbek Amonov,1615318,Nasaf Qarshi,34017,Uzbekistan,K,ST,
Dominik Livaković,190419,GNK Dinamo Zagreb,2032,Croatia,L,GK,
Dominik Kotarski,835678,FC København,1284,Croatia,L,GK,
Ivor Pandur,943212,Hull City,96,Croatia,L,GK,
Joško Gvardiol,964994,Manchester City,17,Croatia,L,"CB, FB",
Duje Ćaleta-Car,257091,Real Sociedad,2824,Croatia,L,CB,
Josip Stanišić,927407,FC Bayern München,2672,Croatia,L,"CB, FB",
Marin Pongračić,847467,Fiorentina,2693,Croatia,L,"CB, FB",
Martin Erlić,789234,FC Midtjylland,1289,Croatia,L,CB,
Luka Vušković,1405212,Hamburger SV,2676,Croatia,L,CB,
Mario Pašalić,190437,Atalanta,2686,Croatia,L,"DM, CM, AM",
Nikola Vlašić,357596,Torino,2696,Croatia,L,"CM, AM",
Martin Baturina,1090019,Como,2704,Croatia,L,AM,
Nikola Moro,814882,Bologna,2685,Croatia,L,"DM, CM",
Toni Fruk,916183,HNK Rijeka,2039,Croatia,L,"AM, ST",
Ivan Perišić,38710,PSV Eindhoven,26051,Croatia,L,W,
Andrej Kramarić,67647,TSG Hoffenheim,2569,Croatia,L,AM,
Ante Budimir,37318,Osasuna,2820,Croatia,L,ST,
Marco Pašalić,1066802,Orlando City SC,52237,Croatia,L,"WM, W",
Petar Musa,827668,FC Dallas,2512,Croatia,L,ST,
Igor Matanović,1019321,SC Freiburg,2538,Croatia,L,ST,
Josip Šutalo,954836,AFC Ajax,2953,Croatia,L,CB,
Luka Modrić,15466,AC Milan,2692,Croatia,L,"DM, CM",
Mateo Kovačić,136710,Manchester City,17,Croatia,L,"DM, CM",
Luka Sučić,949156,Real Sociedad,2824,Croatia,L,"CM, AM",
Kristijan Jakić,796206,FC Augsburg,2600,Croatia,L,"CB, DM, CM",
Petar Sučić,1091303,Inter,2697,Croatia,L,"DM, CM",
Jordan Pickford,138530,Everton,48,England,L,GK,
Dean Henderson,788134,Crystal Palace,7,England,L,GK,
James Trafford,980643,Manchester City,17,England,L,GK,
John Stones,152077,Manchester City,17,England,L,CB,
Marc Guéhi,877994,Manchester City,17,England,L,"CB, FB",
Reece James,885908,Chelsea,38,England,L,"FB, DM, CM",
Ezri Konsa,827679,Aston Villa,40,England,L,CB,
Dan Burn,99090,Newcastle United,39,England,L,"CB, FB",
Djed Spence,945798,Tottenham Hotspur,33,England,L,FB,
Nico O'Reilly,1142703,Manchester City,17,England,L,"FB, CM",
Jarell Quansah,1003339,Bayer 04 Leverkusen,2681,England,L,"CB, FB",
Jordan Henderson,42694,Brentford,50,England,L,"DM, CM",
Declan Rice,856714,Arsenal,42,England,L,"DM, CM",
Jude Bellingham,991011,Real Madrid,2829,England,L,"CM, WM, AM",
Morgan Rogers,948261,Aston Villa,40,England,L,"AM, W",
Kobbie Mainoo,1142175,Manchester United,35,England,L,"DM, CM",
Elliot Anderson,994546,Nottingham Forest,14,England,L,"DM, CM",
Harry Kane,108579,FC Bayern München,2672,England,L,ST,
Marcus Rashford,814590,FC Barcelona,2817,England,L,W,
Bukayo Saka,934235,Arsenal,42,England,L,W,
Ollie Watkins,555386,Aston Villa,40,England,L,ST,
Anthony Gordon,914902,Newcastle United,39,England,L,"W, ST",
Eberechi Eze,864921,Arsenal,42,England,L,AM,
Noni Madueke,966547,Arsenal,42,England,L,W,
Ivan Toney,290927,Al-Ahli,34469,England,L,ST,
Tino Livramento,980634,Newcastle United,39,England,L,FB,
Luis Mejía,144800,Nacional,3230,Panama,L,GK,
Orlando Mosquera,886041,Al-Fayha,168094,Panama,L,GK,
César Samudio,1172599,CD Marathon,25355,Panama,L,GK,
Éric Davis,159935,CD Plaza Amador,168806,Panama,L,FB,
Fidel Escobar,796326,Deportivo Saprissa,6574,Panama,L,"CB, DM, CM",
Roderick Miller,159939,Turan Tovuz,36951,Panama,L,"CB, FB",
Andrés Andrade,841802,LASK,2058,Panama,L,"CB, FB",
César Blackman,841793,ŠK Slovan Bratislava,2404,Panama,L,"FB, WM",
José Córdoba,1105688,Norwich City,263,Panama,L,CB,
Jiovany Ramos,1006509,Academia Puerto Cabello,230725,Panama,L,"CB, FB",
Jorge Gutiérrez,928021,Deportivo La Guaira,36437,Panama,L,FB,
Edgardo Fariña,1217937,Pari Nizhny Novgorod,201654,Panama,L,CB,
Aníbal Godoy,156102,San Diego FC,1043961,Panama,L,"DM, CM",
Alberto Quintero,83951,CD Plaza Amador,168806,Panama,L,W,
Yoel Bárcenas,833352,Mazatlán FC,1946,Panama,L,"CM, WM",
Adalberto Carrasquilla,796330,Pumas UNAM,1933,Panama,L,"DM, CM",
José Luis Rodríguez,842253,FC Juárez,201624,Panama,L,"WM, W",
Cristian Martínez,841006,Hapoel Ironi Kiryat Shmona,5399,Panama,L,"DM, CM",
César Yanis,1021117,Cobresal,3167,Panama,L,"WM, W",
Carlos Harvey,985131,Minnesota United FC 2,411366,Panama,L,"CB, DM, CM",
Azarias Londoño,1217929,Universidad Católica del Ecuador,21942,Panama,L,"W, ST",
José Fajardo,936184,Universidad Católica del Ecuador,21942,Panama,L,ST,
Ismael Díaz,796328,Club León,36534,Panama,L,"W, ST",
Cecilio Waterman,159931,Universidad de Concepción,5034,Panama,L,ST,
Tomás Rodríguez,985161,Deportivo Saprissa,6574,Panama,L,ST,
Amir Murillo,839493,Beşiktaş JK,3050,Panama,L,"CB, FB",
Lawrence Ati Zigi,791092,FC St. Gallen 1879,2442,Ghana,L,GK,
Benjamin Asare,1457083,Accra Hearts of Oak,42614,Ghana,L,GK,
Joseph Anang,970370,St. Patrick's Athletic,3169,Ghana,L,GK,
Rahman Baba,239632,PAOK,3251,Ghana,L,FB,
Gideon Mensah,844942,Auxerre,1646,Ghana,L,FB,
Derrick Luckassen,363782,Pafos FC,171626,Ghana,L,CB,
Alidu Seidu,1049515,Stade Rennais,1658,Ghana,L,"CB, FB",
Jerome Opoku,920514,Başakşehir FK,3086,Ghana,L,CB,
Jonas Adjei Adjetey,1218056,VfL Wolfsburg,2524,Ghana,L,CB,
Abdul Mumin,846147,Rayo Vallecano,2818,Ghana,L,CB,
Kojo Peprah Oppong,1473092,Nice,1661,Ghana,L,CB,
Marvin Senaya,1087805,Auxerre,1646,Ghana,L,"FB, WM",
Thomas Partey,316148,Villarreal,2819,Ghana,L,CM,
Abdul Fatawu Issahaku,1103589,Leicester City,31,Ghana,L,W,
Kamaldeen Sulemana,1019442,Atalanta,2686,Ghana,L,"W, ST",
Elisha Owusu,904424,Auxerre,1646,Ghana,L,"DM, CM",
Caleb Yirenkyi,1986794,FC Nordsjælland,1292,Ghana,L,CM,
Kwasi Sibo,905639,Real Oviedo,2851,Ghana,L,"DM, CM",
Augustine Boakye,1138352,Saint-Étienne,1678,Ghana,L,W,
Jordan Ayew,103045,Leicester City,31,Ghana,L,"W, ST",
Antoine Semenyo,934354,Manchester City,17,Ghana,L,"W, ST",
Iñaki Williams,783374,Athletic Club,2825,Ghana,L,W,
Ernest Nuamah,1202024,Olympique Lyonnais,1649,Ghana,L,W,
Christopher Baah,1477662,Al-Qadsiah,56027,Ghana,L,"WM, W",
Brandon Thomas-Asante,846061,Coventry City,11,Ghana,L,ST,
Prince Kwabena Adu,1472288,FK Viktoria Plzeň,4502,Ghana,L,ST,
Gastón Olveira,339135,Olimpia,5997,Paraguay,D,GK,
Gustavo Gómez,220833,Palmeiras,1963,Paraguay,D,CB,
Roberto Fernández,840027,Cerro Porteño,5991,Paraguay,D,GK,
Orlando Gill,991709,San Lorenzo,3201,Paraguay,D,GK,
Junior Alonso,333275,Atlético Mineiro,1977,Paraguay,D,"CB, FB",
Fabián Balbuena,339447,Grêmio,5926,Paraguay,D,CB,
Omar Alderete,805137,Sunderland,41,Paraguay,D,CB,
Juan Cáceres,989801,Dynamo Moscow,2315,Paraguay,D,FB,
Gustavo Velázquez,805427,Cerro Porteño,5991,Paraguay,D,"CB, FB",
José Canale,877452,CA Lanús,3218,Paraguay,D,CB,
Alexandro Maidana,1546739,CA Talleres,3210,Paraguay,D,FB,
Alejandro Romero,788936,Al-Ain,37082,Paraguay,D,"CM, AM, W",
Miguel Almirón,333373,Atlanta United,243211,Paraguay,D,W,
Andrés Cubas,546416,Vancouver Whitecaps,22010,Paraguay,D,"DM, CM",
Ramón Sosa,1015733,Palmeiras,1963,Paraguay,D,W,
Diego Gómez,1065588,Brighton & Hove Albion,30,Paraguay,D,"CM, AM, W",
Damián Bobadilla,1015261,São Paulo,1981,Paraguay,D,"DM, CM",
Braian Ojeda,883206,Orlando City SC,52237,Paraguay,D,"DM, CM",
Matías Galarza,1105836,Atlanta United,243211,Paraguay,D,"DM, CM",
Mauricio,986233,Palmeiras,1963,Paraguay,D,AM,
Antonio Sanabria,333261,Cremonese,2761,Paraguay,D,ST,
Julio Enciso,973556,RC Strasbourg,1659,Paraguay,D,"AM, W, ST",
Gabriel Ávalos,789453,CA Independiente,3209,Paraguay,D,ST,
Alex Arce,1167312,Independiente Rivadavia,36842,Paraguay,D,ST,
Isidro Pitta,979861,Red Bull Bragantino,1999,Paraguay,D,ST,
Gustavo Caballero,988656,Portsmouth,2,Paraguay,D,"WM, W",
